bib,isbn,bookType,title,publishDate,publishOrder,firstCheckOut,lastCheckOut,adoption,publishDay,fcheckoutDay,ageFull,ageCheckouts,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,totalCheckout,deweyNumber,deweyCategory
2411680,1554072522,jcbk,Folding for fun,4/12/07,293,5/26/07,1/13/15,44,101,145,3460,3141,0,46,83,62,58,46,24,23,9,7,358,736, Carving & carvings
2447272,1552638502,acbk,Lessons from Ja,4/13/07,294,2/16/08,1/8/10,309,102,46,3459,2875,0,0,3,1,1,0,0,0,0,0,5,618," Gynecology, obstetrics, pediatrics, geriatrics"
2406837,1580176585,acbk,Stephanie Pearl,4/14/07,295,4/17/07,11/13/14,3,103,106,3458,3180,0,114,102,66,42,42,26,15,4,1,412,746, Textile arts
2417561,097193097X,acbk,H O P E formula,4/15/07,296,4/28/07,1/8/15,13,104,117,3457,3169,0,37,60,15,9,28,12,28,8,8,205,613,Personal health & safety
2476715,312366264,acbk,Complete feltma,4/17/07,297,3/30/08,11/7/14,348,106,89,3455,2832,0,0,57,46,27,21,18,8,4,4,185,677, Textiles
2420316,1852247134,acbk,This life this,4/18/07,298,8/17/07,4/6/11,121,107,228,3454,3058,0,2,2,0,0,1,0,0,0,0,5,821,English Poetry
2449418,898215188,acbk,Everyday light,4/19/07,299,8/23/07,1/12/15,126,108,234,3453,3052,0,25,48,29,17,11,8,3,6,7,154,641, Food & drink
2411220,078798437X,acbk,Soul graffiti m,4/20/07,300,5/17/07,10/24/14,27,109,136,3452,3150,0,6,5,1,3,5,3,4,5,0,32,248," Christian experience, practice, life"
2419271,71475001,acbk,connected child,4/22/07,301,5/21/07,1/4/15,29,111,140,3450,3146,0,8,13,13,12,8,10,15,20,24,123,649, Child rearing; home care of people with disabilities & illnesses
2403669,618594442,jcbk,Neddiad how Ned,4/23/07,302,5/22/07,1/12/15,29,112,141,3449,3145,0,67,74,75,64,62,42,52,27,24,487,170,Ethics (Moral philosophy)
2401805,806138351,acbk,Some of Tims st,4/26/07,303,4/27/07,8/3/13,1,115,116,3446,3170,0,27,6,12,2,4,6,3,0,0,60,646," Sewing, clothing, management of personal and family life"
2413292,470124164,acbk,blood pressure,4/27/07,304,5/19/07,1/7/15,22,116,138,3445,3148,0,29,28,26,26,20,23,17,14,4,187,616, Diseases
2400736,159213615X,acbk,Hapa girl a mem,4/28/07,305,5/14/07,12/26/14,16,117,133,3444,3153,0,20,8,6,5,4,3,8,3,5,62,978,Western United States
2403256,807042226,acbk,American furies,5/2/07,306,5/7/07,7/3/11,5,121,126,3440,3160,0,18,7,2,3,2,0,0,0,0,32,364, Criminology
2403226,930852370,acbk,9 11 synthetic,5/5/07,307,6/6/07,6/3/13,32,124,156,3437,3130,0,13,15,8,3,6,9,2,0,0,56,973, United States
2403612,802118461,acbk,perfect summer,5/10/07,308,6/12/07,12/19/14,33,129,162,3432,3124,0,120,78,37,43,25,24,15,17,4,363,942, England & Wales
