isbn,publishDate,publishOrder,bib,itemType,checkOutCount,minCheckOut,maxCheckOut,x_adoption,x_age,y_fullFrequency,y_partialFrequency,relative_age
773538216,1/27/11,1067,2723042,acbk,9,7/12/11,8/21/12,166,572,1.5734,2.2167,1852
262014904,1/28/11,1068,2733533,acbk,19,9/18/11,1/6/15,233,1439,1.3204,1.5755,1853
083891070X,1/30/11,1069,2731032,acbk,9,10/26/11,10/1/14,269,1340,0.6716,0.8403,1855
822961490,1/30/11,1070,2712937,acbk,6,5/18/11,4/14/14,108,1170,0.5128,0.565,1855
1555707327,1/31/11,1071,2715109,acbk,21,7/10/11,12/23/14,160,1422,1.4768,1.664,1856
762754672,2/1/11,1072,2641788,acbk,24,5/23/11,1/12/15,111,1441,1.6655,1.8045,1857
1856697312,2/2/11,1073,2745161,acbk,65,12/11/11,12/6/14,312,1403,4.6329,5.9578,1858
1554512840,2/3/11,1074,2721182,acbk,103,7/1/11,11/26/14,148,1392,7.3994,8.2797,1859
737751525,2/4/11,1075,2744932,acbk,8,12/27/11,6/2/14,326,1214,0.659,0.9009,1860
888645473,2/6/11,1076,2721602,acbk,27,11/9/11,12/30/14,276,1423,1.8974,2.354,1862
1606994158,2/7/11,1077,2708940,acbk,40,4/7/11,1/17/15,59,1440,2.7778,2.8965,1863
393327965,2/7/11,1078,2743047,acbk,29,12/16/11,1/5/15,312,1428,2.0308,2.5986,1863
470595248,2/8/11,1079,2700764,acbk,75,2/9/11,1/2/15,1,1424,5.2669,5.2706,1864
786458690,2/8/11,1080,2714896,acbk,28,5/17/11,6/11/14,98,1219,2.297,2.4978,1864
1900486695,2/9/11,1081,2702992,acbk,78,2/28/11,10/28/14,19,1357,5.748,5.8296,1865
983139008,2/9/11,1082,2691236,acbk,15,3/16/11,6/23/14,35,1230,1.2195,1.2552,1865
830757171,2/9/11,1083,2720169,acbk,3,6/11/11,7/8/14,122,1245,0.241,0.2671,1865
1554078377,2/10/11,1084,2746800,acbk,29,1/23/12,10/20/14,347,1348,2.1513,2.8971,1866
760339449,2/11/11,1085,2716165,acbk,35,5/25/11,10/1/14,103,1328,2.6355,2.8571,1867
080509377X,2/15/11,1086,2690639,acbk,55,3/7/11,9/15/14,20,1308,4.2049,4.2702,1871
778752658,2/15/11,1087,2792440,jcbk,26,4/25/12,11/10/14,435,1364,1.9062,2.7987,1871
1440305552,2/17/11,1088,2716832,acbk,109,5/21/11,1/9/15,93,1422,7.6653,8.2017,1873
448453703,2/17/11,1089,2713967,jcbk,108,5/11/11,1/16/15,83,1429,7.5577,8.0238,1873
313383413,2/18/11,1090,2695358,acbk,23,4/3/11,8/23/14,44,1282,1.7941,1.8578,1874
155455151X,2/21/11,1091,2744134,jcbk,18,1/31/12,12/31/14,344,1409,1.2775,1.6901,1877
253222486,2/21/11,1092,2690308,acbk,5,3/7/11,11/30/14,14,1378,0.3628,0.3666,1877
674059999,2/22/11,1093,2715087,acbk,9,5/26/11,5/17/14,93,1180,0.7627,0.828,1878
470679379,2/23/11,1094,2745334,acbk,31,2/18/12,8/30/14,360,1284,2.4143,3.355,1879
230746896,2/24/11,1095,2711724,acbk,36,6/14/11,11/13/14,110,1358,2.651,2.8846,1880
1604860588,2/24/11,1096,2750537,acbk,23,1/10/12,1/20/15,320,1426,1.6129,2.0796,1880
195175727,2/25/11,1097,2715261,acbk,14,5/14/11,7/21/14,78,1242,1.1272,1.2027,1881
9507686738,2/26/11,1098,2715430,acbk,2,5/4/11,10/18/13,67,965,0.2073,0.2227,1882
691134359,2/27/11,1099,2707948,acbk,32,3/26/11,1/13/15,27,1416,2.2599,2.3038,1883
192935570X,2/28/11,1100,2717763,acbk,19,6/27/11,7/25/12,119,513,3.7037,4.8223,1884
031255401X,3/1/11,1101,2744262,acbk,25,12/2/11,1/20/15,276,1421,1.7593,2.1834,1885
786957492,3/1/11,1102,2713955,acbk,21,5/14/11,1/10/15,74,1411,1.4883,1.5707,1885
448455811,3/3/11,1103,2821285,jcbk,134,8/9/12,1/14/15,525,1413,9.4834,15.0901,1887
470889802,3/3/11,1104,2715239,acbk,30,5/14/11,8/11/14,72,1257,2.3866,2.5316,1887
159020476X,3/3/11,1105,2693069,acbk,6,4/23/11,10/8/13,51,950,0.6316,0.6674,1887
262015676,3/4/11,1106,2714892,acbk,31,5/11/11,11/24/13,68,996,3.1124,3.3405,1888
810997169,3/4/11,1107,2703979,acbk,29,3/14/11,12/5/14,10,1372,2.1137,2.1292,1888
1595549196,3/6/11,1108,2747849,acbk,22,12/23/11,8/31/14,292,1274,1.7268,2.2403,1890
144241958X,3/8/11,1109,2701272,jcbk,461,3/19/11,1/22/15,11,1416,32.5565,32.8114,1892
1416941819,3/8/11,1110,2713981,jcbk,86,5/14/11,4/10/14,67,1129,7.6174,8.0979,1892
785146652,3/9/11,1111,2691051,acbk,185,4/2/11,1/4/15,24,1397,13.2427,13.4741,1893
1554512220,3/10/11,1112,2744996,jcbk,53,1/17/12,1/11/15,313,1403,3.7776,4.8624,1894
1577319648,3/11/11,1113,2700072,acbk,172,4/28/11,1/21/15,48,1412,12.1813,12.61,1895
1416206272,3/11/11,1114,2715038,acbk,115,5/5/11,1/11/15,55,1402,8.2026,8.5375,1895
71760393,3/12/11,1115,2701923,acbk,43,3/29/11,12/19/14,17,1378,3.1205,3.1594,1896
1844676811,3/14/11,1116,2714908,acbk,10,5/21/11,3/22/13,68,739,1.3532,1.4903,1898
006170380X,3/15/11,1117,2806208,jcbk,117,6/21/12,1/12/15,464,1399,8.3631,12.5134,1899
713688335,3/15/11,1118,2796325,acbk,56,5/14/12,1/4/15,426,1391,4.0259,5.8031,1899
1408122685,3/15/11,1119,2721613,acbk,27,8/21/11,12/29/14,159,1385,1.9495,2.2023,1899
1558327169,3/17/11,1120,2714876,acbk,57,5/10/11,12/29/14,54,1383,4.1215,4.2889,1901
316066737,3/21/11,1121,2689228,acbk,1621,3/22/11,1/21/15,1,1402,115.6205,115.7031,1905
1897492138,3/21/11,1122,2745306,acbk,28,12/20/11,8/23/14,274,1251,2.2382,2.8659,1905
738214825,3/22/11,1123,2746623,acbk,210,12/11/11,1/18/15,264,1398,15.0215,18.5185,1906
802119751,3/22/11,1124,2690329,acbk,42,3/31/11,4/19/14,9,1124,3.7367,3.7668,1906
785147934,3/23/11,1125,2716246,acbk,149,5/7/11,11/1/14,45,1319,11.2964,11.6954,1907
1568989822,3/23/11,1126,2745089,acbk,69,12/6/11,1/12/15,258,1391,4.9605,6.09,1907
71756264,3/24/11,1127,2716409,acbk,168,5/23/11,1/14/15,60,1392,12.069,12.6126,1908
262015641,3/25/11,1128,2771458,acbk,21,3/17/12,9/29/14,358,1284,1.6355,2.2678,1909
160213054X,3/28/11,1129,2746526,jcbk,363,1/31/12,1/10/15,309,1384,26.2283,33.7674,1912
61771880,3/29/11,1130,2714580,acbk,55,5/2/11,1/5/15,34,1378,3.9913,4.0923,1913
857683519,3/29/11,1131,2743419,acbk,51,11/20/11,12/22/14,236,1364,3.739,4.5213,1913
813035775,4/3/11,1132,2747771,acbk,9,1/5/12,4/29/14,277,1122,0.8021,1.0651,1918
814796281,4/4/11,1133,2713785,acbk,74,6/13/11,1/18/15,70,1385,5.343,5.6274,1919
470767766,4/4/11,1134,2714901,acbk,43,5/10/11,7/3/14,36,1186,3.6256,3.7391,1919
316084832,4/5/11,1135,2714001,jcbk,99,5/7/11,2/26/14,32,1058,9.3573,9.6491,1920
184773541X,4/5/11,1136,2706565,acbk,18,5/21/11,8/22/14,46,1235,1.4575,1.5139,1920
977372480,4/6/11,1137,2714917,acbk,36,5/14/11,10/22/14,38,1295,2.7799,2.864,1921
193290784X,4/6/11,1138,2758832,acbk,31,2/23/12,1/21/15,323,1386,2.2367,2.9163,1921
1603582150,4/7/11,1139,2714890,acbk,31,5/10/11,11/15/14,33,1318,2.352,2.4125,1922
313387494,4/7/11,1140,2749383,acbk,12,3/23/12,12/19/14,351,1352,0.8876,1.1988,1922
1440304289,4/8/11,1141,2737106,acbk,76,9/29/11,12/28/14,174,1360,5.5882,6.4081,1923
984510567,4/8/11,1142,2717766,acbk,23,6/19/11,8/16/14,72,1226,1.876,1.9931,1923
867169990,4/8/11,1143,2747667,acbk,9,12/22/11,5/19/14,258,1137,0.7916,1.0239,1923
4805310545,4/10/11,1144,2744279,acbk,38,12/8/11,1/21/15,242,1382,2.7496,3.3333,1925
1606994387,4/11/11,1145,2714234,acbk,96,4/25/11,12/10/14,14,1339,7.1695,7.2453,1926
1441978100,4/11/11,1146,2758791,acbk,9,2/11/12,8/30/14,306,1237,0.7276,0.9667,1926
1439191697,4/12/11,1147,2714278,acbk,137,4/20/11,1/16/15,8,1375,9.9636,10.0219,1927
785150927,4/13/11,1148,2715337,acbk,92,5/18/11,9/30/14,35,1266,7.267,7.4736,1928
814415563,4/13/11,1149,2767062,acbk,11,3/10/12,10/5/13,332,906,1.2141,1.9164,1928
448455269,4/14/11,1150,2713970,jcbk,48,5/17/11,11/29/14,33,1325,3.6226,3.7152,1929
1442203684,4/16/11,1151,2714904,acbk,75,5/9/11,11/22/14,23,1316,5.6991,5.8005,1931
1555953611,4/16/11,1152,2743494,acbk,11,1/14/12,6/4/14,273,1145,0.9607,1.2615,1931
756673186,4/18/11,1153,2714373,jcbk,556,5/10/11,1/21/15,22,1374,40.4658,41.1243,1933
141699811X,4/19/11,1154,2713966,jcbk,51,5/7/11,11/1/13,18,927,5.5016,5.6106,1934
160554034X,4/19/11,1155,2744215,jcbk,34,12/26/11,1/18/15,251,1370,2.4818,3.0384,1934
785147446,4/20/11,1156,2745243,acbk,161,11/16/11,1/17/15,210,1368,11.769,13.9033,1935
1612960243,4/21/11,1157,2800185,acbk,12,5/9/12,8/17/13,384,849,1.4134,2.5806,1936
807137766,4/22/11,1158,2718062,acbk,11,6/14/11,11/24/14,53,1312,0.8384,0.8737,1937
310716632,4/24/11,1159,2710579,jcbk,175,5/22/11,1/12/15,28,1359,12.8771,13.148,1939
1550175483,4/25/11,1160,2753527,acbk,71,2/6/12,1/4/15,287,1350,5.2593,6.6792,1940
1408111993,4/26/11,1161,2721564,acbk,24,6/25/11,1/22/15,60,1367,1.7557,1.8363,1941
1605981737,4/27/11,1162,2715943,acbk,586,5/8/11,1/20/15,11,1364,42.9619,43.3112,1942
1856077020,4/27/11,1163,2719549,acbk,6,5/31/11,4/29/14,34,1098,0.5464,0.5639,1942
081187124X,4/29/11,1164,2750612,jcbk,104,2/6/12,1/2/15,283,1344,7.7381,9.8021,1944
870708082,4/30/11,1165,2714729,acbk,40,5/7/11,1/14/15,7,1355,2.952,2.9674,1945
780811550,4/30/11,1166,2755331,acbk,21,4/9/12,12/26/14,345,1336,1.5719,2.1191,1945
888999623,5/1/11,1167,2715804,jcbk,130,6/15/11,1/21/15,45,1361,9.5518,9.8784,1946
545275725,5/1/11,1168,2713986,jcbk,91,5/25/11,1/8/15,24,1348,6.7507,6.8731,1946
71763872,5/2/11,1169,2749408,acbk,76,1/2/12,1/21/15,245,1360,5.5882,6.8161,1947
1608866084,5/3/11,1170,2714271,jcbk,464,5/23/11,1/22/15,20,1360,34.1176,34.6269,1948
802170870,5/3/11,1171,2716942,acbk,72,5/16/11,1/16/15,13,1354,5.3176,5.3691,1948
1569701202,5/3/11,1172,2744265,acbk,56,12/5/11,11/18/14,216,1295,4.3243,5.19,1948
785148949,5/4/11,1173,2715335,acbk,158,5/21/11,1/20/15,17,1357,11.6433,11.791,1949
1926851129,5/5/11,1174,2714707,acbk,41,5/28/11,5/20/14,23,1111,3.6904,3.7684,1950
813133939,5/5/11,1175,2747697,acbk,10,1/7/12,9/29/14,247,1243,0.8045,1.004,1950
465023533,5/6/11,1176,2716802,acbk,118,6/13/11,11/7/14,38,1281,9.2116,9.4932,1951
1594149658,5/6/11,1177,2701234,acbk,48,5/23/11,6/26/14,17,1147,4.1848,4.2478,1951
1598844539,5/6/11,1178,2743581,acbk,13,12/9/11,5/20/14,217,1110,1.1712,1.4558,1951
1400317223,5/9/11,1179,2715520,jcbk,45,5/27/11,10/26/14,18,1266,3.5545,3.6058,1954
1400317215,5/9/11,1180,2767261,jcbk,31,3/25/12,1/7/15,321,1339,2.3152,3.0452,1954
1607063670,5/10/11,1181,2714705,acbk,197,5/24/11,12/31/14,14,1331,14.8009,14.9582,1955
1596434767,5/10/11,1182,2743640,jcbk,51,12/5/11,11/30/14,209,1300,3.9231,4.6746,1955
1603427945,5/11/11,1183,2797128,jcbk,47,5/7/12,11/6/14,362,1275,3.6863,5.1479,1956
399256164,5/12/11,1184,2715529,jcbk,35,6/6/11,8/27/14,25,1203,2.9094,2.9711,1957
137081073,5/13/11,1185,2729586,acbk,92,7/31/11,1/12/15,79,1340,6.8657,7.2958,1958
1420505351,5/13/11,1186,2749508,acbk,33,2/18/12,12/16/14,281,1313,2.5133,3.1977,1958
310292670,5/14/11,1187,2719426,acbk,39,5/24/11,11/10/13,10,911,4.281,4.3285,1959
3791344986,5/15/11,1188,2753420,acbk,6,1/24/12,7/12/12,254,424,1.4151,3.5294,1960
1936487039,5/15/11,1189,2724282,acbk,17,7/23/11,10/8/14,69,1242,1.3688,1.4493,1960
8499182224,5/15/11,1190,2808332,acbk,14,6/5/12,9/9/14,387,1213,1.1542,1.6949,1960
754820750,5/16/11,1191,2700801,acbk,23,6/1/11,1/16/15,16,1341,1.7151,1.7358,1961
1615190600,5/17/11,1192,2806681,acbk,26,6/14/12,12/31/14,394,1324,1.9637,2.7957,1962
547336918,5/19/11,1193,2705218,acbk,317,5/21/11,1/3/15,2,1325,23.9245,23.9607,1964
1118007301,5/20/11,1194,2716418,acbk,357,6/27/11,1/11/15,38,1332,26.8018,27.5889,1965
1603427899,5/20/11,1195,2703051,acbk,24,6/29/11,11/4/14,40,1264,1.8987,1.9608,1965
393077764,5/23/11,1196,2697123,acbk,53,5/24/11,12/29/14,1,1316,4.0274,4.0304,1968
691151091,5/29/11,1197,2715268,acbk,50,6/14/11,12/18/14,16,1299,3.8491,3.8971,1974
758231199,6/1/11,1198,2713949,acbk,123,6/26/11,11/6/14,25,1254,9.8086,10.0081,1977
1847512771,6/1/11,1199,2774683,acbk,43,3/24/12,5/12/14,297,1076,3.9963,5.5199,1977
1593762909,6/1/11,1200,2844151,acbk,22,10/7/12,10/31/14,494,1248,1.7628,2.9178,1977
670022748,6/2/11,1201,2700370,acbk,353,6/13/11,12/19/14,11,1296,27.2377,27.4708,1978
1554078911,6/2/11,1202,2745103,acbk,41,12/4/11,12/2/14,185,1279,3.2056,3.7477,1978
083082586X,6/3/11,1203,2748691,acbk,8,2/2/12,4/4/14,244,1036,0.7722,1.0101,1979
1590210387,6/5/11,1204,2744479,acbk,30,12/6/11,11/20/14,184,1264,2.3734,2.7778,1981
1856697223,6/8/11,1205,2750523,acbk,84,1/7/12,1/20/15,213,1322,6.354,7.5744,1984
399157123,6/9/11,1206,2700688,acbk,819,6/17/11,1/17/15,8,1318,62.1396,62.5191,1985
047097799X,6/9/11,1207,2745335,acbk,155,12/7/11,1/16/15,181,1317,11.7692,13.6444,1985
1594202931,6/9/11,1208,2714964,acbk,113,6/18/11,11/14/14,9,1254,9.0112,9.0763,1985
691141541,6/12/11,1209,2730374,acbk,21,9/14/11,9/29/14,94,1205,1.7427,1.8902,1988
039308132X,6/13/11,1210,2701029,acbk,55,6/22/11,9/22/14,9,1197,4.5948,4.6296,1989
1590309081,6/14/11,1211,2744146,jcbk,109,12/27/11,12/20/14,196,1285,8.4825,10.0092,1990
1416998128,6/14/11,1212,2713964,jcbk,75,7/5/11,11/8/14,21,1243,6.0338,6.1375,1990
1935597361,6/14/11,1213,2723578,acbk,26,6/26/11,2/10/13,12,607,4.2834,4.3697,1990
754819639,6/16/11,1214,2608502,acbk,75,6/28/11,1/7/15,12,1301,5.7648,5.8185,1992
61969168,6/21/11,1215,2714007,jcbk,106,7/17/11,1/18/14,26,942,11.2527,11.5721,1997
159477403X,6/23/11,1216,2726268,acbk,45,7/27/11,1/5/15,34,1292,3.483,3.5771,1999
1603582673,6/27/11,1217,2702441,acbk,158,7/14/11,1/17/15,17,1300,12.1538,12.3149,2003
1569702136,6/28/11,1218,2792900,acbk,52,6/21/12,1/11/15,359,1293,4.0217,5.5675,2004
1439160872,6/28/11,1219,2713945,acbk,40,7/30/11,11/26/14,32,1247,3.2077,3.2922,2004
8466324429,6/30/11,1220,2746956,acbk,5,12/17/11,9/8/14,170,1166,0.4288,0.502,2006
1604139331,7/1/11,1221,2744931,acbk,14,2/2/12,11/26/14,216,1244,1.1254,1.3619,2007
830835539,7/3/11,1222,2728658,acbk,17,7/31/11,4/5/14,28,1007,1.6882,1.7365,2009
786957921,7/5/11,1223,2713958,acbk,20,7/26/11,12/20/14,21,1264,1.5823,1.609,2011
615457746,7/6/11,1224,2749437,acbk,48,1/5/12,11/25/14,183,1238,3.8772,4.5498,2012
981973361,7/6/11,1225,2687675,acbk,49,10/3/11,1/20/15,89,1294,3.7867,4.0664,2012
1594203024,7/7/11,1226,2718550,acbk,115,7/14/11,12/8/14,7,1250,9.2,9.2518,2013
857204254,7/7/11,1227,2773229,acbk,54,3/7/12,1/20/15,244,1293,4.1763,5.1478,2013
811708969,7/8/11,1228,2771444,acbk,37,3/16/12,11/12/14,252,1223,3.0253,3.8105,2014
071533896X,7/9/11,1229,2737906,acbk,76,10/8/11,1/21/15,91,1292,5.8824,6.3281,2015
738574996,7/11/11,1230,2714988,acbk,61,9/22/11,1/5/15,73,1274,4.7881,5.0791,2017
393706192,7/11/11,1231,2792782,acbk,54,5/2/12,11/15/14,296,1223,4.4154,5.8252,2017
1442422394,7/12/11,1232,2743641,jcbk,70,1/11/12,11/29/14,183,1236,5.6634,6.6477,2018
785150668,7/13/11,1233,2709372,acbk,101,8/16/11,1/11/15,34,1278,7.903,8.119,2019
1554079217,7/14/11,1234,2721577,acbk,70,8/16/11,1/7/15,33,1273,5.4988,5.6452,2020
195399331,7/15/11,1235,2718545,acbk,16,7/19/11,10/25/13,4,833,1.9208,1.93,2021
1844676889,7/18/11,1236,2746687,acbk,23,12/10/11,1/3/14,145,900,2.5556,3.0464,2024
080279792X,7/19/11,1237,2714414,acbk,91,8/15/11,10/23/14,27,1192,7.6342,7.8112,2025
031608915X,7/20/11,1238,2721953,jcbk,574,8/3/11,1/7/15,14,1267,45.3039,45.8101,2026
448453622,7/21/11,1239,2714032,jcbk,72,8/9/11,1/12/15,19,1271,5.6648,5.7508,2027
1554074894,7/21/11,1240,2749434,acbk,8,2/22/12,5/27/14,216,1041,0.7685,0.9697,2027
811879062,7/22/11,1241,2747650,acbk,10,12/3/11,8/12/13,134,752,1.3298,1.6181,2028
321772830,7/24/11,1242,2743375,acbk,87,11/27/11,1/10/15,126,1266,6.872,7.6316,2030
1451607172,7/26/11,1243,2718119,acbk,33,7/31/11,12/29/14,5,1252,2.6358,2.6464,2032
1599351838,7/26/11,1244,2795370,acbk,8,5/20/12,5/31/14,299,1040,0.7692,1.0796,2032
3836519534,7/29/11,1245,2730751,acbk,90,8/24/11,12/18/14,26,1238,7.2698,7.4257,2035
760339694,7/30/11,1246,2745129,acbk,73,12/1/11,1/11/15,124,1261,5.7891,6.4204,2036
1596063769,7/31/11,1247,2730202,acbk,110,8/7/11,1/16/15,7,1265,8.6957,8.744,2037
1402780389,8/2/11,1248,2743489,acbk,43,11/14/11,1/14/15,104,1261,3.41,3.7165,2039
785157492,8/3/11,1249,2719735,acbk,174,8/14/11,1/21/15,11,1267,13.7332,13.8535,2040
1452101221,8/3/11,1250,2745143,acbk,43,12/6/11,12/11/14,125,1226,3.5073,3.9055,2040
670012831,8/4/11,1251,2714382,jcbk,45,8/14/11,7/20/14,10,1081,4.1628,4.2017,2041
399254110,8/4/11,1252,2724984,acbk,19,8/23/11,7/15/13,19,711,2.6723,2.7457,2041
1419700219,8/5/11,1253,2718482,acbk,64,8/8/11,11/22/14,3,1205,5.3112,5.3245,2042
979534992,8/5/11,1254,2761061,acbk,19,2/27/12,7/22/14,206,1082,1.756,2.1689,2042
980013143,8/8/11,1255,2762837,acbk,124,3/23/12,1/11/15,228,1252,9.9042,12.1094,2045
393060047,8/8/11,1256,2722417,acbk,47,8/28/11,10/13/14,20,1162,4.0448,4.1156,2045
1118027736,8/9/11,1257,2744448,acbk,24,12/2/11,11/8/14,115,1187,2.0219,2.2388,2046
785157557,8/10/11,1258,2719736,acbk,99,10/14/11,1/15/15,65,1254,7.8947,8.3263,2047
1594161313,8/10/11,1259,2749363,acbk,10,1/14/12,5/14/13,157,643,1.5552,2.0576,2047
1936488302,8/11/11,1260,2746643,acbk,18,12/9/11,11/5/14,120,1182,1.5228,1.6949,2048
830839372,8/11/11,1261,2743499,acbk,17,11/28/11,10/10/14,109,1156,1.4706,1.6237,2048
019978244X,8/12/11,1262,2745113,acbk,14,2/1/12,9/14/14,173,1129,1.24,1.4644,2049
393340058,8/15/11,1263,2744473,acbk,49,12/1/11,8/18/14,108,1099,4.4586,4.9445,2052
1432825046,8/17/11,1264,2732642,acbk,53,9/29/11,12/23/13,43,859,6.17,6.4951,2054
1934031364,8/17/11,1265,2743836,acbk,4,1/2/12,7/20/12,138,338,1.1834,2,2054
448456044,8/18/11,1266,2713948,jcbk,81,9/15/11,5/27/14,28,1013,7.9961,8.2234,2055
1935708414,8/18/11,1267,2767250,acbk,8,3/3/12,9/28/14,198,1137,0.7036,0.852,2055
99531879,8/22/11,1268,2743802,acbk,23,11/23/11,6/11/14,93,1024,2.2461,2.4705,2059
1439197687,8/23/11,1269,2715149,acbk,62,9/9/11,10/26/14,17,1160,5.3448,5.4243,2060
1568462190,8/24/11,1270,2745216,jcbk,96,12/17/11,1/20/15,115,1245,7.7108,8.4956,2061
019976641X,8/25/11,1271,2732396,acbk,38,8/27/11,11/5/14,2,1168,3.2534,3.259,2062
262016419,8/26/11,1272,2732435,acbk,61,10/15/11,12/27/14,50,1219,5.0041,5.2181,2063
310726115,8/27/11,1273,2731958,jcbk,14,10/28/11,8/7/14,62,1076,1.3011,1.3807,2064
764338455,8/28/11,1274,2747688,acbk,34,12/29/11,1/10/15,123,1231,2.762,3.0686,2065
1606994719,8/29/11,1275,2720718,acbk,98,10/1/11,1/9/15,33,1229,7.974,8.194,2066
300174357,8/30/11,1276,2743537,acbk,22,12/2/11,1/13/15,94,1232,1.7857,1.9332,2067
1608680541,8/31/11,1277,2743503,acbk,34,11/19/11,8/27/14,80,1092,3.1136,3.3597,2068
780811569,8/31/11,1278,2795364,acbk,26,5/5/12,12/7/14,248,1194,2.1776,2.7484,2068
1604139439,9/1/11,1279,2716978,acbk,39,11/22/11,1/16/15,82,1233,3.163,3.3884,2069
1609003551,9/1/11,1280,2743484,acbk,38,11/19/11,1/15/15,79,1232,3.0844,3.2958,2069
761449361,9/1/11,1281,2792447,jcbk,17,5/29/12,11/17/14,271,1173,1.4493,1.8847,2069
1413316204,9/3/11,1282,2721658,acbk,54,10/8/11,12/16/14,35,1200,4.5,4.6352,2071
310725364,9/3/11,1283,2746549,jcbk,34,12/30/11,12/16/14,118,1200,2.8333,3.1423,2071
8493781452,9/4/11,1284,2734488,jcbk,48,9/14/11,11/17/14,10,1170,4.1026,4.1379,2072
813036976,9/4/11,1285,2749817,acbk,7,1/6/12,4/2/14,124,941,0.7439,0.8568,2072
1400317169,9/5/11,1286,2744808,jcbk,33,1/6/12,10/22/14,123,1143,2.8871,3.2353,2073
1402779097,9/6/11,1287,2743525,acbk,129,11/19/11,1/17/15,74,1229,10.4963,11.1688,2074
786958596,9/6/11,1288,2713963,acbk,14,9/22/11,1/28/14,16,875,1.6,1.6298,2074
1413312675,9/7/11,1289,2721618,acbk,25,11/15/11,9/11/14,69,1100,2.2727,2.4248,2075
1421402718,9/7/11,1290,2750510,acbk,18,1/9/12,1/30/14,124,876,2.0548,2.3936,2075
240812255,9/8/11,1291,2794221,acbk,102,4/16/12,12/20/14,221,1199,8.5071,10.4294,2076
1592406556,9/8/11,1292,2718525,acbk,79,10/1/11,11/25/14,23,1174,6.7291,6.8636,2076
262016451,9/9/11,1293,2743528,acbk,21,12/2/11,5/12/14,84,976,2.1516,2.3543,2077
195308891,9/9/11,1294,2797137,acbk,19,6/17/12,1/10/15,282,1219,1.5587,2.0277,2077
480531138X,9/10/11,1295,2744289,acbk,21,12/15/11,11/16/14,96,1163,1.8057,1.9681,2078
310727561,9/10/11,1296,2739710,jcbk,9,1/8/12,4/27/14,120,960,0.9375,1.0714,2078
310327350,9/11/11,1297,2743838,acbk,32,11/26/11,12/16/14,76,1192,2.6846,2.8674,2079
1616083387,9/11/11,1298,2733485,acbk,20,9/29/11,9/11/14,18,1096,1.8248,1.8553,2079
674062205,9/12/11,1299,2744581,acbk,18,12/17/11,9/23/14,96,1107,1.626,1.7804,2080
765327856,9/13/11,1300,2743515,acbk,35,11/17/11,7/17/14,65,1038,3.3719,3.5971,2081
9622178235,9/13/11,1301,2818746,acbk,20,7/23/12,5/13/14,314,973,2.0555,3.0349,2081
1616084065,9/14/11,1302,2758807,acbk,151,2/7/12,1/11/15,146,1215,12.428,14.1254,2082
1587658232,9/15/11,1303,2771484,acbk,62,3/30/12,1/8/15,197,1211,5.1197,6.1144,2083
300167016,9/15/11,1304,2743493,acbk,4,12/23/11,4/26/13,99,589,0.6791,0.8163,2083
1566637112,9/16/11,1305,2731067,acbk,24,10/15/11,12/14/14,29,1185,2.0253,2.0761,2084
1432825097,9/17/11,1306,2722849,acbk,76,9/28/11,9/26/14,11,1105,6.8778,6.947,2085
822961644,9/18/11,1307,2733467,acbk,5,12/30/12,8/30/14,469,1077,0.4643,0.8224,2086
756686822,9/19/11,1308,2743547,acbk,54,11/16/11,6/23/14,58,1008,5.3571,5.6842,2087
1590309332,9/20/11,1309,2743483,acbk,100,11/12/11,1/18/15,53,1216,8.2237,8.5985,2088
307265587,9/20/11,1310,2714898,acbk,34,10/10/11,10/8/13,20,749,4.5394,4.6639,2088
1607064073,9/21/11,1311,2744150,acbk,155,11/5/11,1/18/15,45,1215,12.7572,13.2479,2089
393068803,9/22/11,1312,2731097,acbk,8,10/16/11,9/28/13,24,737,1.0855,1.122,2090
1420506749,9/23/11,1313,2851750,acbk,20,12/3/12,11/13/14,437,1147,1.7437,2.8169,2091
1590213904,9/25/11,1314,2771380,acbk,52,2/23/12,1/11/15,151,1204,4.3189,4.9383,2093
303460744X,9/26/11,1315,2744300,acbk,64,1/24/12,1/14/15,120,1206,5.3068,5.8932,2094
736083553,9/26/11,1316,2774554,acbk,33,3/30/12,11/22/14,186,1153,2.8621,3.4126,2094
1413316239,9/26/11,1317,2721624,acbk,10,11/26/11,11/10/14,61,1141,0.8764,0.9259,2094
300174780,9/27/11,1318,2743565,acbk,19,11/21/11,11/20/14,55,1150,1.6522,1.7352,2095
1616890282,9/28/11,1319,2745121,acbk,41,12/5/11,12/7/14,68,1166,3.5163,3.7341,2096
159420313X,9/29/11,1320,2720090,acbk,38,10/8/11,1/12/15,9,1201,3.164,3.1879,2097
1421402807,9/30/11,1321,2731644,acbk,205,11/14/11,12/27/14,45,1184,17.3142,17.9982,2098
674050045,9/30/11,1322,2743506,acbk,20,11/21/11,8/5/14,52,1040,1.9231,2.0243,2098
1608952320,10/1/11,1323,2796328,acbk,30,4/29/12,1/16/15,211,1203,2.4938,3.0242,2099
1413316263,10/2/11,1324,2721631,acbk,42,10/14/11,12/30/14,12,1185,3.5443,3.5806,2100
760339414,10/2/11,1325,2749810,acbk,41,1/13/12,12/22/14,103,1177,3.4834,3.8175,2100
1608860582,10/4/11,1326,2714717,acbk,90,10/21/11,12/19/14,17,1172,7.6792,7.7922,2102
